UID,Modified,Date,Annotator,Person norm.,Start Norm.,End Norm.,Duration Norm.,comment (if any)
Minori_1322,-1,2005_10_07_19_00_1.webm,Minori,nothing,,,0:00:00,nothing
,,2005_11_07_19_00_3.webm,_title_,,-1.00,,,
Minori_1339,1,2005_11_07_19_00_3.webm,Minori,Aso,0:00:31,0:00:41,0:00:10,
Yuji_1592,-1,2005_11_07_19_00_3.webm,Yuji,Aso,0:00:35,0:00:35,0:00:00,
Yuji_1593,-1,2005_11_07_19_00_3.webm,Yuji,Aso,0:00:37,0:00:41,0:00:04,
Minori_1340,,2005_11_07_19_00_3.webm,Minori,Abe,0:02:40,0:02:57,0:00:17,
Yuji_1594,,2005_11_07_19_00_3.webm,Yuji,Abe,0:02:42,0:02:57,0:00:15,
,,2005_11_15_19_00_2.webm,_title_,,-1.00,,,
Yuji_1599,-1,2005_11_15_19_00_2.webm,Yuji,Ishihara,0:00:30,0:00:30,0:00:00,
Yuji_1600,1,2005_11_15_19_00_2.webm,Yuji,Ishihara,0:00:32,0:00:45,0:00:13,
Yuji_1601,,2005_11_15_19_00_2.webm,Yuji,Ishihara,0:07:34,0:08:12,0:00:38,
Minori_1345,,2005_11_15_19_00_2.webm,Minori,Ishihara,0:07:34,0:08:13,0:00:39,
Yuji_1602,1,2005_11_15_19_00_2.webm,Yuji,Ishihara,0:14:42,0:14:57,0:00:15,
,,2005_11_29_19_00_3.webm,_title_,,-1.00,,,
Minori_1353,,2005_11_29_19_00_3.webm,Minori,Abe,0:00:23,0:00:28,0:00:05,
Yuji_1610,,2005_11_29_19_00_3.webm,Yuji,Abe,0:00:24,0:00:28,0:00:04,
Yuji_1611,1,2005_11_29_19_00_3.webm,Yuji,Abe,0:00:34,0:00:34,0:00:00,
,,2005_12_28_19_00_3.webm,_title_,,-1.00,,,
Yuji_1631,-1,2005_12_28_19_00_3.webm,Yuji,Koizumi,0:01:16,0:01:21,0:00:05,pictureonly
Minori_1373,1,2005_12_28_19_00_3.webm,Minori,Koizumi,0:01:16,0:01:31,0:00:15,picture&video
Yuji_1632,-1,2005_12_28_19_00_3.webm,Yuji,Koizumi,0:01:21,0:01:31,0:00:10,
,,2006_01_05_19_00_1.webm,_title_,,-1.00,,,
Yuji_1635,1,2006_01_05_19_00_1.webm,Yuji,Koizumi,0:01:46,0:01:50,0:00:04,
Minori_1375,-1,2006_01_05_19_00_1.webm,Minori,nothing,,,0:00:00,nothing
,,2006_01_24_19_00_3.webm,_title_,,-1.00,,,
Yuji_1650,-1,2006_01_24_19_00_3.webm,Yuji,Kamei,0:02:52,0:03:20,0:00:28,
Yuji_1651,,2006_01_24_19_00_3.webm,Yuji,Maehara,0:03:29,0:03:57,0:00:28,
Minori_1390,,2006_01_24_19_00_3.webm,Minori,Maehara,0:03:30,0:03:57,0:00:27,
Minori_1391,,2006_01_24_19_00_3.webm,Minori,Koizumi,0:03:58,0:04:24,0:00:26,
Yuji_1652,,2006_01_24_19_00_3.webm,Yuji,Koizumi,0:03:59,0:04:24,0:00:25,
Minori_1392,1,2006_01_24_19_00_3.webm,Minori,Koizumi,0:04:27,0:04:27,0:00:00,picture
,,2006_02_03_19_00_3.webm,_title_,,-1.00,,,
Yuji_1661,,2006_02_03_19_00_3.webm,Yuji,Koizumi,0:00:00,0:00:06,0:00:06,pictureonly
Minori_1401,,2006_02_03_19_00_3.webm,Minori,Koizumi,0:00:00,0:00:07,0:00:07,
Yuji_1662,1,2006_02_03_19_00_3.webm,Yuji,Koizumi,0:00:10,0:00:24,0:00:04,
Minori_1402,-1,2006_02_03_19_00_3.webm,Minori,Koizumi,0:00:11,0:00:24,0:00:13,
Yuji_1663,-1,2006_02_03_19_00_3.webm,Yuji,Koizumi,0:00:15,0:00:16,0:00:01,
Yuji_1664,-1,2006_02_03_19_00_3.webm,Yuji,Koizumi,0:00:17,0:00:20,0:00:03,
Yuji_1665,1,2006_02_03_19_00_3.webm,Yuji,Abe,0:00:24,0:00:25,0:00:01,
Yuji_1666,,2006_02_03_19_00_3.webm,Yuji,Koizumi,0:00:30,0:00:39,0:00:09,pictureonly
Minori_1403,,2006_02_03_19_00_3.webm,Minori,Koizumi,0:00:30,0:00:40,0:00:10,
,,2006_02_23_19_00_1.webm,_title_,,-1.00,,,
Minori_1420,,2006_02_23_19_00_1.webm,Minori,Maehara,0:00:14,0:00:24,0:00:10,
Yuji_1683,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:00:14,0:00:24,0:00:10,
Minori_1421,,2006_02_23_19_00_1.webm,Minori,Noda,0:00:38,0:00:53,0:00:15,
Yuji_1684,,2006_02_23_19_00_1.webm,Yuji,Noda,0:00:38,0:00:53,0:00:15,
Yuji_1685,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:00:53,0:00:56,0:00:03,
Minori_1422,,2006_02_23_19_00_1.webm,Minori,Maehara,0:00:53,0:00:57,0:00:04,
Yuji_1686,,2006_02_23_19_00_1.webm,Yuji,Hatoyama,0:00:57,0:00:59,0:00:02,
Minori_1423,,2006_02_23_19_00_1.webm,Minori,Hatoyama,0:00:57,0:01:00,0:00:03,
Minori_1424,,2006_02_23_19_00_1.webm,Minori,Noda,0:01:00,0:01:07,0:00:07,
Yuji_1687,,2006_02_23_19_00_1.webm,Yuji,Noda,0:01:01,0:01:05,0:00:04,
Yuji_1688,1,2006_02_23_19_00_1.webm,Yuji,Hatoyama,0:01:10,0:01:28,0:00:18,
Minori_1425,-1,2006_02_23_19_00_1.webm,Minori,Hatoyama,0:01:10,0:01:33,0:00:23,
Minori_1426,-1,2006_02_23_19_00_1.webm,Minori,Maehara,0:01:36,0:01:59,0:00:23,
Yuji_1690,1,2006_02_23_19_00_1.webm,Yuji,Maehara,0:01:37,0:01:38,0:00:01,
Yuji_1689,1,2006_02_23_19_00_1.webm,Yuji,Noda,0:01:37,0:01:40,0:00:02,
Yuji_1691,-1,2006_02_23_19_00_1.webm,Yuji,Noda,0:01:39,0:01:39,0:00:00,
Minori_1427,-1,2006_02_23_19_00_1.webm,Minori,Noda,0:01:39,0:01:40,0:00:01,
Yuji_1692,1,2006_02_23_19_00_1.webm,Yuji,Maehara,0:01:42,0:01:59,0:00:17,
Minori_1428,1,2006_02_23_19_00_1.webm,Minori,Hatoyama,0:02:03,0:02:18,0:00:14,
Yuji_1693,-1,2006_02_23_19_00_1.webm,Yuji,Hatoyama,0:02:05,0:02:06,0:00:01,
Yuji_1694,-1,2006_02_23_19_00_1.webm,Yuji,Hatoyama,0:02:07,0:02:18,0:00:11,
Minori_1429,,2006_02_23_19_00_1.webm,Minori,Maehara,0:02:35,0:02:39,0:00:04,
Yuji_1695,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:02:35,0:02:40,0:00:05,
Minori_1430,,2006_02_23_19_00_1.webm,Minori,Noda,0:02:39,0:02:46,0:00:07,
Yuji_1696,,2006_02_23_19_00_1.webm,Yuji,Noda,0:02:40,0:02:45,0:00:05,
Yuji_1697,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:02:48,0:02:49,0:00:01,
Minori_1431,,2006_02_23_19_00_1.webm,Minori,Maehara,0:02:48,0:02:51,0:00:03,
Minori_1432,-1,2006_02_23_19_00_1.webm,Minori,Maehara,0:02:56,0:03:02,0:00:06,
Yuji_1698,1,2006_02_23_19_00_1.webm,Yuji,Maehara,0:02:57,0:02:58,0:00:01,
Minori_1433,,2006_02_23_19_00_1.webm,Minori,Koizumi,0:04:07,0:04:15,0:00:08,
Yuji_1699,,2006_02_23_19_00_1.webm,Yuji,Koizumi,0:04:07,0:04:16,0:00:09,
Yuji_1700,-1,2006_02_23_19_00_1.webm,Yuji,Koizumi,0:04:41,0:04:43,0:00:02,
Yuji_1701,,2006_02_23_19_00_1.webm,Yuji,Koizumi,0:05:04,0:05:12,0:00:08,
Minori_1434,,2006_02_23_19_00_1.webm,Minori,Koizumi,0:05:04,0:05:13,0:00:09,
Minori_1435,,2006_02_23_19_00_1.webm,Minori,Noda,0:05:13,0:05:18,0:00:05,
Yuji_1702,,2006_02_23_19_00_1.webm,Yuji,Noda,0:05:13,0:05:18,0:00:05,
Yuji_1703,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:05:27,0:05:41,0:00:14,
Minori_1436,,2006_02_23_19_00_1.webm,Minori,Maehara,0:05:28,0:05:41,0:00:13,
Minori_1437,,2006_02_23_19_00_1.webm,Minori,Maehara,0:05:49,0:06:00,0:00:11,
Yuji_1704,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:05:49,0:06:00,0:00:11,
Minori_1438,,2006_02_23_19_00_1.webm,Minori,Koizumi,0:06:00,0:06:09,0:00:09,
Yuji_1705,,2006_02_23_19_00_1.webm,Yuji,Koizumi,0:06:01,0:06:09,0:00:08,
Yuji_1706,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:06:09,0:06:25,0:00:16,
Minori_1439,,2006_02_23_19_00_1.webm,Minori,Maehara,0:06:09,0:06:26,0:00:17,
Minori_1440,,2006_02_23_19_00_1.webm,Minori,Koizumi,0:08:21,0:08:41,0:00:20,
Yuji_1707,,2006_02_23_19_00_1.webm,Yuji,Koizumi,0:08:21,0:08:41,0:00:20,
Yuji_1708,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:09:07,0:09:09,0:00:02,
Minori_1441,,2006_02_23_19_00_1.webm,Minori,Maehara,0:09:08,0:09:11,0:00:03,
Yuji_1709,1,2006_02_23_19_00_1.webm,Yuji,Noda,0:09:12,0:09:12,0:00:00,
Minori_1442,-1,2006_02_23_19_00_1.webm,Minori,Noda,0:09:13,0:09:20,0:00:07,
Yuji_1710,1,2006_02_23_19_00_1.webm,Yuji,Noda,0:09:14,0:09:18,0:00:04,
Minori_1443,1,2006_02_23_19_00_1.webm,Minori,Hatoyama,0:09:23,0:09:25,0:00:02,
Yuji_1711,,2006_02_23_19_00_1.webm,Yuji,Maehara,0:10:05,0:10:06,0:00:01,
Minori_1444,,2006_02_23_19_00_1.webm,Minori,Maehara,0:10:05,0:10:08,0:00:03,
Minori_1445,-1,2006_02_23_19_00_1.webm,Minori,Maehara,0:10:09,0:10:14,0:00:05,
Yuji_1712,1,2006_02_23_19_00_1.webm,Yuji,Maehara,0:10:09,0:10:26,0:00:17,
Yuji_1713,-1,2006_02_23_19_00_1.webm,Yuji,Noda,0:10:16,0:10:17,0:00:01,
Minori_1446,-1,2006_02_23_19_00_1.webm,Minori,Maehara,0:10:17,0:10:26,0:00:09,
,,2006_03_04_19_00_1.webm,_title_,,-1.00,,,
Yuji_1719,1,2006_03_04_19_00_1.webm,Yuji,Maehara,0:02:07,0:02:08,0:00:01,
Minori_1451,-1,2006_03_04_19_00_1.webm,Minori,nothing,,,0:00:00,nothing
,,2006_03_06_19_00_1.webm,_title_,,-1.00,,,
Minori_1452,-1,2006_03_06_19_00_1.webm,Minori,nothing,,,0:00:00,nothing
,,2006_03_09_19_00_1.webm,_title_,,-1.00,,,
Yuji_1722,1,2006_03_09_19_00_1.webm,Yuji,Abe,0:01:18,0:01:37,0:00:19,
Minori_1454,,2006_03_09_19_00_1.webm,Minori,Koizumi,0:04:01,0:04:18,0:00:17,
Yuji_1723,,2006_03_09_19_00_1.webm,Yuji,Koizumi,0:04:02,0:04:17,0:00:15,
Minori_1455,,2006_03_09_19_00_1.webm,Minori,Koizumi,0:08:27,0:09:00,0:00:33,
Yuji_1724,,2006_03_09_19_00_1.webm,Yuji,Koizumi,0:08:27,0:09:00,0:00:33,
,,2006_04_02_19_00_2.webm,_title_,,-1.00,,,
Yuji_1733,1,2006_04_02_19_00_2.webm,Yuji,Aso,0:00:47,0:00:50,0:00:03,
Minori_1463,-1,2006_04_02_19_00_2.webm,Minori,nothing,,,0:00:00,nothing
,,2006_04_05_19_00_1.webm,_title_,,-1.00,,,
Yuji_1736,1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:00:00,0:00:27,0:00:18,
Minori_1466,-1,2006_04_05_19_00_1.webm,Minori,Ozawa,0:00:00,0:00:26,0:00:26,video&picture
Yuji_1738,1,2006_04_05_19_00_1.webm,Yuji,Kan,0:00:18,0:00:27,0:00:09,pictureonly
Minori_1467,1,2006_04_05_19_00_1.webm,Minori,Kan,0:00:18,0:01:01,0:00:43,picture&video
Yuji_1737,-1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:00:18,0:00:27,0:00:09,pictureonly
Yuji_1739,1,2006_04_05_19_00_1.webm,Yuji,Kan,0:00:27,0:00:31,0:00:04,
Yuji_1740,1,2006_04_05_19_00_1.webm,Yuji,Kan,0:00:32,0:00:48,0:00:16,
Yuji_1741,1,2006_04_05_19_00_1.webm,Yuji,Kan,0:00:49,0:00:53,0:00:04,
Yuji_1742,-1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:01:04,0:01:04,0:00:00,
Minori_1468,1,2006_04_05_19_00_1.webm,Minori,Ozawa,0:01:04,0:01:18,0:00:14,
Yuji_1743,-1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:01:05,0:01:13,0:00:08,
Yuji_1744,-1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:01:16,0:01:18,0:00:02,
Minori_1469,,2006_04_05_19_00_1.webm,Minori,Ozawa,0:01:51,0:02:06,0:00:15,
Yuji_1745,,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:01:52,0:02:06,0:00:14,
Yuji_1746,,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:02:10,0:02:15,0:00:05,
Minori_1470,,2006_04_05_19_00_1.webm,Minori,Ozawa,0:02:11,0:02:15,0:00:04,
Minori_1471,,2006_04_05_19_00_1.webm,Minori,Ozawa,0:02:20,0:02:25,0:00:05,
Yuji_1747,,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:02:20,0:02:26,0:00:06,
Yuji_1748,1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:02:29,0:02:36,0:00:01,
Minori_1472,-1,2006_04_05_19_00_1.webm,Minori,Ozawa,0:02:30,0:02:35,0:00:05,
Yuji_1749,-1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:02:31,0:02:32,0:00:01,
Yuji_1750,-1,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:02:33,0:02:36,0:00:03,
Yuji_1751,,2006_04_05_19_00_1.webm,Yuji,Ozawa,0:02:40,0:02:41,0:00:01,
Minori_1473,,2006_04_05_19_00_1.webm,Minori,Ozawa,0:02:40,0:02:42,0:00:02,
Minori_1474,1,2006_04_05_19_00_1.webm,Minori,Kan,0:02:42,0:03:03,0:00:21,
Yuji_1752,-1,2006_04_05_19_00_1.webm,Yuji,Kan,0:02:43,0:02:48,0:00:05,
Yuji_1753,-1,2006_04_05_19_00_1.webm,Yuji,Kan,0:02:51,0:03:03,0:00:12,
,,2006_04_07_19_00_2.webm,_title_,,-1.00,,,
Minori_1476,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:00:00,0:00:03,0:00:03,
Yuji_1755,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:00:00,0:00:03,0:00:03,pictureonly
Minori_1477,-1,2006_04_07_19_00_2.webm,Minori,Ozawa,0:00:14,0:01:31,0:01:17,
Yuji_1756,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:00:15,0:00:53,0:00:38,
Yuji_1757,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:00:54,0:00:59,0:00:05,
Yuji_1758,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:01:05,0:01:15,0:00:10,pictureonly
Yuji_1759,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:01:15,0:01:24,0:00:09,
Yuji_1760,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:01:36,0:01:45,0:00:09,
Minori_1478,1,2006_04_07_19_00_2.webm,Minori,Ozawa,0:01:36,0:01:58,0:00:22,
Yuji_1761,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:01:45,0:01:58,0:00:13,pictureonly
Minori_1479,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:02:04,0:02:11,0:00:07,
Yuji_1762,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:05,0:02:12,0:00:07,
Yuji_1763,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:18,0:02:20,0:00:02,
Minori_1480,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:02:19,0:02:20,0:00:01,
Minori_1481,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:02:24,0:02:33,0:00:09,
Yuji_1764,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:25,0:02:33,0:00:08,
Yuji_1765,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:37,0:02:40,0:00:03,
Minori_1482,1,2006_04_07_19_00_2.webm,Minori,Ozawa,0:02:37,0:02:49,0:00:12,
Yuji_1766,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:43,0:02:43,0:00:00,
Yuji_1767,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:47,0:02:49,0:00:02,
Yuji_1768,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:02:58,0:03:00,0:00:02,
Minori_1483,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:02:58,0:03:01,0:00:03,
Minori_1484,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:03:03,0:03:05,0:00:02,
Yuji_1769,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:03,0:03:06,0:00:03,
Minori_1485,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:03:07,0:03:11,0:00:04,
Yuji_1770,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:08,0:03:11,0:00:03,
Minori_1486,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:03:18,0:03:26,0:00:08,
Yuji_1771,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:19,0:03:27,0:00:08,
Yuji_1772,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:28,0:03:31,0:00:03,
Minori_1487,1,2006_04_07_19_00_2.webm,Minori,Ozawa,0:03:28,0:03:36,0:00:08,
Yuji_1773,-1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:31,0:03:36,0:00:05,
Yuji_1774,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:40,0:03:47,0:00:02,
Minori_1488,-1,2006_04_07_19_00_2.webm,Minori,Ozawa,0:03:40,0:03:47,0:00:07,
Minori_1489,,2006_04_07_19_00_2.webm,Minori,Kan,0:03:42,0:03:49,0:00:07,
Yuji_1777,,2006_04_07_19_00_2.webm,Yuji,Kan,0:03:42,0:03:50,0:00:08,
Minori_1490,,2006_04_07_19_00_2.webm,Minori,Okada,0:03:42,0:03:47,0:00:05,
Yuji_1776,,2006_04_07_19_00_2.webm,Yuji,Okada,0:03:42,0:03:47,0:00:05,
Yuji_1775,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:42,0:03:47,0:00:05,
Minori_1491,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:03:49,0:04:04,0:00:15,
Yuji_1778,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:03:50,0:04:03,0:00:13,
Yuji_1779,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:04:20,0:04:41,0:00:21,
Minori_1492,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:04:20,0:04:43,0:00:23,
Yuji_1781,-1,2006_04_07_19_00_2.webm,Yuji,Kan,0:04:28,0:04:31,0:00:03,
Yuji_1780,-1,2006_04_07_19_00_2.webm,Yuji,Maehara,0:04:28,0:04:31,0:00:03,
Yuji_1782,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:04:41,0:04:44,0:00:03,pictureonly
Minori_1493,,2006_04_07_19_00_2.webm,Minori,Hatoyama,0:04:44,0:05:04,0:00:20,
Yuji_1783,,2006_04_07_19_00_2.webm,Yuji,Hatoyama,0:04:44,0:05:04,0:00:20,
Yuji_1784,,2006_04_07_19_00_2.webm,Yuji,Maehara,0:05:19,0:05:41,0:00:22,
Minori_1494,,2006_04_07_19_00_2.webm,Minori,Maehara,0:05:21,0:05:41,0:00:20,
Yuji_1785,,2006_04_07_19_00_2.webm,Yuji,Okada,0:05:41,0:05:55,0:00:14,
Minori_1495,,2006_04_07_19_00_2.webm,Minori,Okada,0:05:42,0:05:55,0:00:13,
Minori_1496,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:05:55,0:05:58,0:00:03,
Yuji_1786,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:05:55,0:05:59,0:00:04,pictureonly
Minori_1497,,2006_04_07_19_00_2.webm,Minori,Koizumi,0:05:59,0:06:42,0:00:43,
Yuji_1787,,2006_04_07_19_00_2.webm,Yuji,Koizumi,0:05:59,0:06:43,0:00:44,
Minori_1498,,2006_04_07_19_00_2.webm,Minori,Kanzaki,0:07:03,0:07:22,0:00:19,
Yuji_1788,,2006_04_07_19_00_2.webm,Yuji,Kanzaki,0:07:03,0:07:23,0:00:20,
Yuji_1789,,2006_04_07_19_00_2.webm,Yuji,Fukushima,0:07:38,0:07:56,0:00:18,
Minori_1499,,2006_04_07_19_00_2.webm,Minori,Fukushima,0:07:39,0:07:56,0:00:17,
Minori_1500,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:07:56,0:08:07,0:00:11,
Yuji_1790,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:07:56,0:08:07,0:00:11,pictureonly
Minori_1501,-1,2006_04_07_19_00_2.webm,Minori,Ozawa,0:08:16,0:08:46,0:00:30,
Yuji_1791,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:08:17,0:08:35,0:00:18,
Yuji_1792,1,2006_04_07_19_00_2.webm,Yuji,Kan,0:08:18,0:08:41,0:00:17,
Minori_1502,-1,2006_04_07_19_00_2.webm,Minori,Kan,0:08:18,0:08:40,0:00:22,
Yuji_1793,-1,2006_04_07_19_00_2.webm,Yuji,Kan,0:08:37,0:08:41,0:00:04,
Yuji_1794,1,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:08:37,0:08:47,0:00:10,
Minori_1503,,2006_04_07_19_00_2.webm,Minori,Kan,0:08:46,0:08:49,0:00:03,
Yuji_1795,,2006_04_07_19_00_2.webm,Yuji,Kan,0:08:47,0:08:49,0:00:02,
Minori_1504,,2006_04_07_19_00_2.webm,Minori,Ozawa,0:09:14,0:09:25,0:00:11,
Yuji_1796,,2006_04_07_19_00_2.webm,Yuji,Ozawa,0:09:14,0:09:25,0:00:11,
,,2006_05_01_19_00_2.webm,_title_,,-1.00,,,
Yuji_1809,,2006_05_01_19_00_2.webm,Yuji,Abe,0:00:00,0:00:10,0:00:10,picture only
Minori_1517,,2006_05_01_19_00_2.webm,Minori,Abe,0:00:00,0:00:11,0:00:11,
Minori_1518,,2006_05_01_19_00_2.webm,Minori,Abe,0:00:18,0:00:22,0:00:04,
Yuji_1810,,2006_05_01_19_00_2.webm,Yuji,Abe,0:00:18,0:00:23,0:00:05,
Minori_1519,,2006_05_01_19_00_2.webm,Minori,Abe,0:00:40,0:01:06,0:00:26,
Yuji_1811,,2006_05_01_19_00_2.webm,Yuji,Abe,0:00:40,0:01:06,0:00:26,
Minori_1520,,2006_05_01_19_00_2.webm,Minori,Abe,0:01:23,0:01:27,0:00:04,
Yuji_1812,,2006_05_01_19_00_2.webm,Yuji,Abe,0:01:23,0:01:27,0:00:04,
Yuji_1813,-1,2006_05_01_19_00_2.webm,Yuji,Abe,0:02:08,0:02:30,0:00:22,
Minori_1521,-1,2006_05_01_19_00_2.webm,Minori,Abe,0:02:08,0:02:31,0:00:23,
Yuji_1814,1,2006_05_01_19_00_2.webm,Yuji,Abe,0:02:08,0:02:31,0:00:00,picture only
Minori_1522,,2006_05_01_19_00_2.webm,Minori,Koizumi,0:02:32,0:02:33,0:00:01,
Yuji_1815,,2006_05_01_19_00_2.webm,Yuji,Koizumi,0:02:32,0:02:33,0:00:01,picture only
,,2006_05_11_19_00_1.webm,_title_,,-1.00,,,
Minori_1529,1,2006_05_11_19_00_1.webm,Minori,Koizumi,0:02:39,0:02:45,0:00:06,
Yuji_1828,1,2006_05_11_19_00_1.webm,Yuji,Aso,0:02:40,0:02:41,0:00:01,
Yuji_1822,1,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:02:43,0:02:45,0:00:02,
Yuji_1823,,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:02:49,0:02:52,0:00:03,
Minori_1530,,2006_05_11_19_00_1.webm,Minori,Koizumi,0:02:49,0:02:53,0:00:04,
Yuji_1824,-1,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:02:54,0:02:56,0:00:02,
Minori_1531,1,2006_05_11_19_00_1.webm,Minori,Koizumi,0:02:54,0:02:58,0:00:03,
Yuji_1829,-1,2006_05_11_19_00_1.webm,Yuji,Aso,0:02:57,0:02:57,0:00:00,
Yuji_1825,,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:02:57,0:02:59,0:00:02,
Minori_1532,,2006_05_11_19_00_1.webm,Minori,Koizumi,0:03:00,0:03:05,0:00:05,
Yuji_1830,1,2006_05_11_19_00_1.webm,Yuji,Aso,0:03:01,0:03:02,0:00:01,
Yuji_1826,,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:03:01,0:03:05,0:00:04,
Minori_1533,,2006_05_11_19_00_1.webm,Minori,Koizumi,0:03:08,0:03:17,0:00:09,
Yuji_1827,,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:03:09,0:03:17,0:00:08,
Yuji_1831,1,2006_05_11_19_00_1.webm,Yuji,Aso,0:03:16,0:03:18,0:00:02,
Yuji_1832,-1,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:05:47,0:05:52,0:00:05,
Minori_1534,1,2006_05_11_19_00_1.webm,Minori,Koizumi,0:05:47,0:06:00,0:00:13,
Yuji_1833,-1,2006_05_11_19_00_1.webm,Yuji,Koizumi,0:05:55,0:06:00,0:00:05,
,,2006_05_25_19_00_1.webm,_title_,,-1.00,,,
Yuji_1838,-1,2006_05_25_19_00_1.webm,Yuji,Abe,0:00:02,0:00:22,0:00:20,
Minori_1539,1,2006_05_25_19_00_1.webm,Minori,Abe,0:00:02,0:00:51,0:00:49,
Yuji_1839,-1,2006_05_25_19_00_1.webm,Yuji,Abe,0:00:22,0:00:52,0:00:30,
Minori_1541,,2006_05_25_19_00_1.webm,Minori,Aso,0:00:22,0:00:51,0:00:29,
Yuji_1842,,2006_05_25_19_00_1.webm,Yuji,Aso,0:00:22,0:00:52,0:00:30,
Minori_1540,,2006_05_25_19_00_1.webm,Minori,Fukuda,0:00:22,0:00:51,0:00:29,
Yuji_1840,,2006_05_25_19_00_1.webm,Yuji,Fukuda,0:00:22,0:00:52,0:00:30,
Minori_1542,,2006_05_25_19_00_1.webm,Minori,Tanigaki,0:00:22,0:00:51,0:00:29,
Yuji_1841,,2006_05_25_19_00_1.webm,Yuji,Tanigaki,0:00:22,0:00:52,0:00:30,
Yuji_1843,-1,2006_05_25_19_00_1.webm,Yuji,Fukuda,0:01:11,0:01:19,0:00:08,
Minori_1543,1,2006_05_25_19_00_1.webm,Minori,Fukuda,0:01:11,0:01:22,0:00:11,
Minori_1544,,2006_05_25_19_00_1.webm,Minori,Abe,0:01:31,0:02:09,0:00:38,
Yuji_1844,,2006_05_25_19_00_1.webm,Yuji,Abe,0:01:31,0:02:09,0:00:38,
Minori_1545,,2006_05_25_19_00_1.webm,Minori,Tanigaki,0:02:27,0:03:09,0:00:42,
Yuji_1845,,2006_05_25_19_00_1.webm,Yuji,Tanigaki,0:02:29,0:03:10,0:00:41,
